"id","type_id","topic_id","text","referencedTopic_id"
33095154,1,33095,Seba Murphy 1837,
33095139,1,33095,Ralph Stone 1924,
33095135,1,33095,Peter White 1904,
33095163,1,33095,Warner Wing 1845,
33095010,1,33095,Austin Blair 1881,
33095017,1,33095,Carl Brablec 1958,
33095048,1,33095,Elisha Crane 1842,
33095077,1,33095,Henry Howard 1892,
33095043,1,33095,Edward Mundy 1844,
33095101,1,33095,John Norvell 1837,
33095172,1,33095,Zina Pitcher 1837,
33095025,1,33095,Charles Rynd 1872,
33095132,1,33095,Paul L. Adams 1956,
33095006,1,33095,Andrew Climie 1874,
33095045,1,33095,Edwin M. Cust 1849,
33095150,1,33095,Samuel Denton 1837,
33095031,1,33095,Daniel Hudson 1840,
33095026,1,33095,Charles S. Kennedy,
33095082,1,33095,Herman Keifer 1889,
33095120,1,33095,Martin Kundig 1841,
33095095,1,33095,John D. Lynch 1938,
33095094,1,33095,James Shearer 1880,
33095129,1,33095,Otis M. Smith 1969,
33095081,1,33095,Henry Whiting 1858,
33095111,1,33095,Leland I. Doan 1952,
33095068,1,33095,Gerald R. Dunn 1969,
33095130,1,33095,Otto E. Eckert 1946,
33095131,1,33095,Paul G. Goebel 1962,
33095064,1,33095,George Goodman 1841,
33095108,1,33095,Justus Goodwin 1848,
33095022,1,33095,Charles Heberd 1888,
33095091,1,33095,James Kingsley 1852,
33095074,1,33095,Harry G. Kipke 1940,
33095004,1,33095,Alvah Sweetser 1864,
33095037,1,33095,Donald Thurber 1958,
33095102,1,33095,John Van Vleck 1858,
33095067,1,33095,George Willard 1864,
33095143,1,33095,Robert J. Brown 1967,
33095038,1,33095,Earl L. Burhans 1942,
33095050,1,33095,Elon Farnsworth 1846,
33095007,1,33095,Andrew M. Fitch 1842,
33095123,1,33095,Michael Hoffman 1837,
33095075,1,33095,Henry C. Knight 1864,
33095071,1,33095,Gurdon C. Leech 1838,
33095036,1,33095,Donald McIntyre 1858,
33095118,1,33095,Luke H. Parsons 1858,
33095053,1,33095,Eugene B. Power 1956,
33095155,1,33095,Thomas A. Roach 1974,
33095092,1,33095,James L. Waters 1971,
33095028,1,33095,Charles Whipple 1837,
33095149,1,33095,Ross T. Wilkins 1837,
33095005,1,33095,Alvin M. Bentley 1966,
33095057,1,33095,Franklin M. Cook 1934,
33095032,1,33095,David H. Crowley 1936,
33095105,1,33095,Joseph Estabrook 1870,
33095170,1,33095,William M. Ferry 1858,
33095098,1,33095,John Henry Grant 1909,
33095138,1,33095,Ralph A. Hayward 1944,
33095107,1,33095,Junius Emery Beal 1908,
33095137,1,33095,R. Spencer Bishop 1944,
33095133,1,33095,Paul Walker Brown 1971,
33095083,1,33095,Hiram Austin Burt 1868,
33095052,1,33095,Esther Marsh Cram 1929,
33095085,1,33095,Isaac Edwin Crary 1837,
33095015,1,33095,Byron M. Cutcheon 1876,
33095157,1,33095,Thomas Fitzgerald 1837,
33095021,1,33095,Charles F. Hemans 1934,
33095086,1,33095,J. Joseph Herbert 1940,
33095104,1,33095,Jonathan Kearsley 1838,
33095124,1,33095,Minot Thayer Lane 1845,
33095144,1,33095,Robert McClelland 1837,
33095016,1,33095,Byron MacCutcheon 1876,
33095044,1,33095,Edward Shaw Moore 1852,
33095093,1,33095,James Orin Murfin 1918,
33095041,1,33095,Edmund C. Shields 1933,
33095003,1,33095,Allan R. Sorenson 1962,
33095046,1,33095,Eli Ransom Sutton 1900,
33095011,1,33095,Austin Enoch Wing 1849,
33095113,1,33095,Levi Lewis Barbour 1892,
33095013,1,33095,Benjamin L. Baxter 1858,
33095066,1,33095,George Pierre Codd 1910,
33095079,1,33095,Henry Stewart Dean 1894,
33095116,1,33095,Lucius Lee Hubbard 1911,
33095055,1,33095,Frank Bruce Leland 1908,
33095065,1,33095,George Lewis Maltz 1878,
33095084,1,33095,Irene Ellis Murphy 1958,
33095141,1,33095,Richard Root Smith 1931,
33095109,1,33095,Kenneth M. Stevens 1948,
33095087,1,33095,Jacob J. Van Riper 1880,
33095151,1,33095,Samuel Snow Walker 1876,
33095099,1,33095,John Johnstone Adam 1837,
33095159,1,33095,Vera Burridge Baits 1943,
33095148,1,33095,Roscoe 0. Bonisteel 1946,
33095145,1,33095,Robert Peter Briggs 1964,
33095134,1,33095,Peter Napoleon Cook 1892,
33095056,1,33095,Frank Ward Fletcher 1894,
33095160,1,33095,Victor Michael Gore 1914,
33095069,1,33095,Gertrude V. Huebner 1967,
33095090,1,33095,James Frederick Joy 1882,
33095115,1,33095,Loyal Edwin Knappen 1904,
33095110,1,33095,Lawrence B. Lindmer 1968,
33095168,1,33095,William K. McInally 1960,
33095153,1,33095,Sarah Goddard Power 1974,
33095051,1,33095,Epaphroditus Ransom 1850,
33095162,1,33095,Walter Hulme Sawyer 1906,
33095088,1,33095,James Albert Sweezy 1864,
33095042,1,33095,Edward Carey Walker 1864,
33095097,1,33095,John Guest Atterbury 1848,
33095039,1,33095,Ebenezer Lakin Brown 1858,
33095073,1,33095,Harry Conant Bulkley 1911,
33095009,1,33095,Arthur Merrill Clark 1884,
33095125,1,33095,Moses Wheelock Field 1886,
33095165,1,33095,William Asa Fletcher 1842,
33095146,1,33095,Robert Ransom Kellog 1844,
33095119,1,33095,Lyman Decatur Norris 1883,
33095122,1,33095,Michael A. Patterson 1840,
33095080,1,33095,Henry Westonrae Carey 1902,
33095027,1,33095,Charles Stuart Draper 1886,
33095060,1,33095,George Alexander Farr 1896,
33095156,1,33095,Thomas Dwight Gilbert 1868,
33095020,1,33095,Charles DeWitt Lawton 1898,
33095103,1,33095,Jonas Hartzel McGowan 1870,
33095142,1,33095,Robert E. Nederlander 1969,
33095047,1,33095,Elijah Holmes Pilcher 1850,
33095096,1,33095,John Frederich Porter 1837,
33095030,1,33095,Cyrus Moses Stockwell 1865,
33095019,1,33095,Charles Coffin Taylor 1846,
33095126,1,33095,Murray D. Van Wagoner 1951,
33095034,1,33095,DeWitt Clinton Walker 1843,
33095167,1,33095,William Johnson Cocker 1890,
33095161,1,33095,Victory Phelps Collier 1877,
33095002,1,33095,Alfred B. Connable Jr. 1942,
33095072,1,33095,Gustavus Lemuel Foster 1850,
33095054,1,33095,Francis John Higginson 1840,
33095076,1,33095,Henry Horatio Northrup 1854,
33095078,1,33095,Henry Rowe Schoolcraft 1837,
33095100,1,33095,John Mahelm Berry Sill 1867,
33095070,1,33095,Gideon Olin Whittemore 1837,
33095023,1,33095,Charles Joseph Willett 1884,
33095164,1,33095,William Alfred Comstock 1913,
33095029,1,33095,Claudius Buchanan Grant 1872,
33095158,1,33095,Thomas Jefferson Joslin 1864,
33095127,1,33095,Oliver Cromwell Comstock 1841,
33095001,1,33095,Alexander Heman Redfield 1844,
33095169,1,33095,William Lawrence Clements 1910,
33095040,1,33095,Ebenezer Oliver Grosveror 1888,
33095014,1,33095,Benjamin Sawtell Hanchett 1911,
33095059,1,33095,Frederick C. Matthaei Sr. 1960,
33095058,1,33095,Frederick C. Matthaei Jr. 1967,
33095024,1,33095,Charles Rudolphus Whitman 1886,
33095147,1,33095,Roger Williams Butterfield 1888,
33095128,1,33095,Oliver Lyman Spaulding Jr. 1858,
33095062,1,33095,George Duffield (the elder) 1839,
33095063,1,33095,George Duffield (the younger) 1877,
33095012,1,33095,Benjamin F. Hawkins Witherell 1848,
33095018,1,33095,Charles Christopher Trowbridge 1839,
33097001,1,33097,SEE ALSO:  Regents'' Cit. of Honor Recipients,
33111003,1,33111,indexed under Registration (only) from R.P. 1906-10,
33111002,1,33111,indexed under Registrar''s Office or Registrar from R.P. 1910-54,
33111001,1,33111,Secretary of Literary Dept. performed duties of Registrar from 1863 to 1888,
33114001,3,33114,,33090
33117001,3,33117,,41220
33231001,1,33231,"A Standing Committee all of which were abolished, 1963-66, 256",
33232001,4,33232,,41249
33232002,4,33232,,41254
33238001,1,33238,called Student Christian Association from RP 1864-1936,
33287001,1,33287,SEE:  under individual school or college,
33288002,3,33288,,18657
33288001,1,33288,SEE:  under individual school or college,
33294002,1,33294,called Engineering Research only in R.P. 1917-20,
33294001,1,33294,called Engineering Research Department from RP 1920-45,
33309001,3,33309,,7027
33314001,3,33314,,7027
33316001,3,33316,,33294
33317001,1,33317,SEE ALSO:  Research Activities Building,
33324002,3,33324,,32242
33324001,2,33324,"1936-39, 1147",
33328001,1,33328,"a Standing Committee and all standing committees abolished, 1963-66, 256",
33332001,1,33332,"SEE ALSO:  Military Science Department establishment of, 1914-17, 607, 749",
33335007,4,33335,Residential Life Initiative,
33335001,4,33335,Resicence Halls Rates,
33335003,4,33335,Residence Halls Bylaws,
33335006,4,33335,,10802
33335002,4,33335,Residence Halls Appointments,
33335004,4,33335,Residence Halls Coeducational Living,
33335005,4,33335,Specific name of residence hall,
33349001,1,33349,"SEE:  for listing R.P. volumes 1837-1945 i conditions governing and employment, 1901-06, 147",
33370006,4,33370,,33372
33370005,4,33370,,29778
33370001,1,33370,SEE ALSO:  Carnegie Foundation for the Advancement,
33370008,4,33370,,39332
33370002,3,33370,,33371
33392001,3,33392,,8732
33440003,1,33440,no mention from R.P. 1876-1891 or 1896-1901,
33440002,1,33440,called Rhetoric Department from R.P. 1901-1920,
33440001,1,33440,called Rhetoric (only) from R.P. 1837-1876 and 1891-1896,
33443001,1,33443,SEE:  Arthritis,
33615002,4,33615,,33617
33615001,4,33615,,33616
33616002,4,33616,,33617
33616001,4,33616,,33615
33617001,4,33617,,33616
33622001,1,33622,SEE:  Family Education Rights of Privacy Act,
33961001,3,33961,,32626
33984001,1,33984,appointed Professor of Military Science and Tactics in 1933 (no R.P. ref.),
34057001,1,34057,called Museum Building from R.P. 1837-1926,
34254001,3,34254,,18659
34317001,3,34317,,34320
34499001,4,34499,,38825
34549001,1,34549,formerly called Museums Building,
34601002,1,34601,SEE:  for committee appointments on Board R.P. 1870-76 and 1876-81,
34601001,1,34601,Regent from Jan. of 1872 to Dec. 31 in 1879,
35944003,1,35944,SEE:  Senate Advisory Committee on University Affairs,
34667001,1,34667,called Saginaw Forestry Farm from R.P. 1901-17,
34702002,4,34702,,12562
34702001,4,34702,,12034
34702003,4,34702,,34703
34703001,1,34703,a Standing committee of the Board,
34708003,1,34708,SEE:  under name of individual sale,
34708001,1,34708,SEE:  Bookstore for Student bookstore,
34708002,1,34708,SEE:  bound volumes of R.P. from 1951-54 on for listing,
34751001,1,34751,SEE:  Student American Medical Association,
34800001,1,34800,name appears as Federico S. Escribano in R.P. volume 1957-60,
34862001,1,34862,SEE:  Civil Engineering,
34865001,1,34865,originally named Study on Cold Sterilization,
35026001,1,35026,Regent: Jan. 1906 to April 1931,
35349001,3,35349,,32388
35392003,1,35392,indexed under High Schools from R.P. 1870-1920,
35392002,1,35392,called High School Inspection from R.P. 1920-26,
35392001,1,35392,called Division of University Inspection of High Schools from R.P. 1926-29,
35394001,1,35394,Regent from March 1837 through 1841,
35617001,1,35617,course included work in physics astronomy chemistry and civil engn: BS degree,
35626001,3,35626,,38611
35766001,1,35766,Roberta R. Palmer (July 1995- ),
55016001,4,55016,,38223
35773001,3,35773,,8732
35875001,1,35875,estab. while P.W. Pomeroy was Dir. of Geology/Mineralogy Dept no R.P. ref.,
35932001,3,35932,,5911
35936001,1,35936,SEE:  Oriental Languages and Literatures including Biblical Literature Department,
35944001,1,35944,called Senate Council from R.P. 1906-10 through 1926-29,
35944002,1,35944,called University Council from R.P. 1929-32 through 1939-42,
35975001,3,35975,,7612
35979001,3,35979,,10531
36002001,3,36002,,10314
36046001,3,36046,,37622
36212002,2,36212,"1876-1885 for committee appointments on board etc",
36212001,1,36212,Regent from Jan. 1880 to Dec. 1887,
36246002,1,36246,SEE:  for membership on various committees and reports by etc. RP 1932 to 1945,
36246001,1,36246,"Regent: Jan. 9, 1933 to Dec. 31, 1945",
36392001,1,36392,"SEE ALSO:  awarded tenure as Professor of Dentistry in Dept. of Oran Biology in Dental School, 1984-87, 649",
36443001,1,36443,Regent: Jan. 1930 to March 1934,
36443002,1,36443,for committee appointments on Board etc. see R.P. 1929-36,
36661001,1,36661,SEE ALSO:  Parke Davis and Company Ventriculin Fund,
36953001,3,36953,,37237
36964001,4,36964,,36969
36969001,4,36969,,36964
37110001,1,37110,SEE ALSO:  Registrar''s Office,
37174001,1,37174,Regent: 1967-1970,
37361003,4,37361,,38826
37361001,1,37361,SEE ALSO:  Social Research Institute Building,
37361002,4,37361,,16216
37373001,4,37373,,19661
37374002,1,37374,name changed in 1963 (no R.P. reference),
37374001,1,37374,called Social Service Department from RP 1917 to 1961,
37378001,3,37378,,32334
37383001,3,37383,,27138
37384001,1,37384,SEE:  Metropolitan Community Research Project,
37385001,1,37385,called Rural Sociology from R.P. 1901-06,
37385002,1,37385,included in Economics Department from R.P. 1914-23,
37489001,1,37489,Regent: 1962-67,
37545001,3,37545,,23494
37596001,1,37596,Regent: from 1858 to 1863,
37604001,4,37604,,23494
37616002,1,37616,name changed in 1965,
37616001,1,37616,formerly called Speech Improvement Camp (University of Michigan),
37616003,1,37616,transfer from Literary College to Dept of Physical Med. and Rehab in 1969,
37621002,1,37621,called Oratory Department 1908-19,
37621001,1,37621,called Elocution and Oratory Department 1892 to 1908,
37621003,1,37621,indexed under Oratory (only) in R.P. 1896-1901 and 1906-10,
37683001,3,37683,,374
37803001,3,37803,,15392
37932001,3,37932,,2211
37938001,3,37938,,18837
38169001,3,38169,,38170
38188001,1,38188,Regent: 1948-1955,
38342001,1,38342,"called PWA Project Docket 1695-F during constr, 1936-39, 1051",
38422002,3,38422,,10510
38422001,3,38422,,4197
38429001,3,38429,,4187
38429003,3,38429,,8416
38429002,3,38429,,4197
38489001,1,38489,SEE:  Regents Agenda November 1981 for documentation related to name change,
38521001,1,38521,SEE:  under individual names of,
38530001,1,38530,Mrs. Richard Strickland,
38600001,1,38600,SEE:  Vice President for Student Affairs,
38602001,3,38602,,42084
38605001,1,38605,formerly called Committee on Student Welfare,
38607001,3,38607,,4187
38608001,3,38608,,33238
38610001,3,38610,,45747
38611001,1,38611,SCORE,
38612001,3,38612,,38621
38621001,1,38621,called Student Council from R.P. 1906-10 through 1942-45,
38621002,1,38621,called Student Legislature from R.P. 1945-48 through 1951-54,
38635001,1,38635,"formerly Student Publications, Board in Control of",
38636001,4,38636,,27082
38636002,4,38636,,38634
38638001,1,38638,formerly Office of Student Affairs,
38639001,4,38639,,38642
38641001,1,38641,"a Standing Committee/all standing committees abolished, 1963-66, 256",
38653002,4,38653,,40674
38653001,4,38653,,29400
38717001,1,38717,President of the Republic of Indonesia,
38816007,1,38816,no mention in RP 1896-1906,
38816002,1,38816,called Surgery (only) in RP 1837-76,
38816003,1,38816,called Surgery Dcpartment in R.P. 1914 on,
38816004,1,38816,indexed under Medical Department from R.P. 1891-96,
38816001,1,38816,called Medicine and Surgery (only) in R.P. 1906-14,
38816006,1,38816,indexed under Surgical Instruments from R.P. 1886-91,
38816005,1,38816,indexed under Medical and Surgical Department in RP 1876-1886,
38826001,1,38826,SEE ALSO:  Institute for Social Research,
38827001,4,38827,,14790
38932001,1,38932,School of Public Health fund,
38956001,1,38956,Term began as Regent on Jan. 1 in 1864,
39021003,3,39021,,41158
39021001,3,39021,,39022
39021002,3,39021,,39023
39083001,1,39083,U.S. President,
39187001,3,39187,,11428
39244006,4,39244,,39247
39244002,4,39244,,27252
39244001,4,39244,,19496
39244003,4,39244,,37373
39244004,4,39244,,39245
39244005,4,39244,,39246
39247001,4,39247,,39244
39261001,1,39261,Regent: Mar. 1846 to 1850,
39327001,1,39327,originally called Teacher''s Diplomas,
39328001,3,39328,,39327
39329001,4,39329,,11613
39330001,3,39330,,11605
39332002,4,39332,,1091
39332003,4,39332,,29778
39332001,1,39332,also referred to as Faculty Retirement Plan,
39381001,1,39381,"SEE ALSO:  Broadcasting Service program inaugurated, 1948-51, 987",
39405001,3,39405,,29778
39444001,3,39444,,5911
39445001,3,39445,,1165
39446001,3,39446,,33372
39555002,3,39555,,37961
39555001,3,39555,,18648
39770001,1,39770,Regent: 1958-1963,
39783001,3,39783,,39332
39906001,3,39906,,39909
40036001,1,40036,"SEE:  Burton Memorial, Marion L.",
40051001,4,40051,,40049
40075001,4,40075,,11064
40101001,3,40101,,7214
40136001,1,40136,"called Treasurer 1837 to 1931 when title changed to Cashier, 1929-32, 723",
40251001,3,40251,,18087
40326001,3,40326,,12858
40346001,3,40346,,17508
40452001,3,40452,,41372
40453001,3,40453,,40463
40476001,4,40476,,1277
40477001,3,40477,,18087
40479001,1,40479,See University Activities Center,
40542001,3,40542,,33294
40574001,1,40574,established as United Community Services of Metropolitan Detroit Schol. fund,
40626001,1,40626,SEE:  Freedom of Speech and Bylaw 7.02,
40639001,3,40639,,18315
40525001,1,40525,formerly Dearborn Citizen Advisory Committee,
40669001,1,40669,formerly High School Emergency Aid fund,
40750001,1,40750,Mrs. David F. Upton,
40783001,3,40783,,40782
40948001,1,40948,Regent,
40948003,1,40948,"term expired Dec. 31, 1885",
40948002,1,40948,"appointed Regent March 16, 1880",
40972001,1,40972,Regent,
40972002,1,40972,Regent from Jan. 1858 to Dec. 1863,
40976001,1,40976,Regent,
40996001,1,40996,"SEE ALSO:  Adjunct Assistant Professor of Nursing, 1984-87, 151",
41117001,1,41117,During construction referred to as PWA Docket No. 1559-F,
41158001,4,41158,,10035
41158003,4,41158,,39022
41158002,4,41158,,32352
41211001,1,41211,called President''s Laboratory,
41243001,4,41243,,41217
41248001,1,41248,formerly called Vice President for Student Affairs,
41248002,1,41248,renamed Vice President for Student Affairs in 1992,
41249002,4,41249,,41254
41249001,4,41249,,41250
41255001,1,41255,position created to assume responsibilities of resigning Vice-Presidents,
41371001,1,41371,originally called Industrial Education Department,
41373001,4,41373,,32369
41475001,3,41475,,32382
41615001,1,41615,Regent from March 1843 through 1844,
41618002,1,41618,SEE:  for committee appointments on Board etc.--RP volumes 1864-1885,
49208001,4,49208,,6129
25595001,4,25595,,49211
41618001,1,41618,Regent from Jan. 1864 to Dec. 1873,
41651002,1,41651,SEE:  for committee appointments on Board etc.--RP vol. 1876-1885,
41651001,1,41651,Regent from Jan. 1876 to Dec. 1883,
41761001,1,41761,Mrs. William Walz,
41788008,4,41788,,41215
41788003,4,41788,,7223
41788005,4,41788,,37569
41788015,4,41788,,43795
41788001,1,41788,SEE ALSO:  Viet Nam War,
41788016,4,41788,,43796
41788002,4,41788,,1277
41788011,4,41788,,41791
41788012,4,41788,,41792
41788007,4,41788,,40586
41788009,4,41788,,41789
41788010,4,41788,,41790
41826001,1,41826,Mrs. Marcus Llewellyn,
41972001,4,41972,,41973
41999002,1,41999,became Regent: 1971,
41999001,1,41999,Regent from 1971-1994,
42087002,1,42087,Wayne University (formerly),
42087001,1,42087,Detroit City College (formerly),
42087003,1,42087,named Wayne State University in 1956,
42089001,1,42089,also called Evelyn Austin Truesdell Scholarship,
42100001,3,42100,,42101
42199001,4,42199,,15971
42329001,1,42329,"Formerly Weiss, Sharon A.W.",
42482001,1,42482,indexed under Engineering Building or Engineering Shops from 1886-1920,
42483001,4,42483,,42482
42487001,1,42487,called Medical Building (only) from R.P. 1837 to 1923,
42488001,1,42488,called Physics (or Physical) Laboratory from RP 1876-1923,
42516001,3,42516,,42519
42519001,1,42519,Kalamazoo,
42519002,1,42519,Western Michigan College (formerly),
42519004,1,42519,Western State Normal College (formerly),
42519006,1,42519,named Western Michigan University in 1957,
42519003,1,42519,Western Michigan College of Education (formerly),
42522001,3,42522,,42519
42540001,1,42540,"Simsbury, Connecticut",
42646001,1,42646,Alfred Holmes White,
42647001,3,42647,,652
42655001,2,42655,vol 1837-64,
42726001,1,42726,Regent: January 1904 to June 1908,
42810001,1,42810,Regent from 1837 to 1840,
42918001,3,42918,,30196
42932003,3,42932,,14448
42932002,3,42932,,14447
42932001,1,42932,SEE:  Williamston Wildlife Management Project,
42981001,1,42981,Regent: from 1837 to 1838,
42998001,1,42998,Regent from Jan. 1864 to Dec. 1873,
43009001,1,43009,Regent: Jan. 1884 to Dec. 1891,
43132001,1,43132,Mrs. Brymer Williams,
43171001,1,43171,established under Engineering Research Institute,
43171002,1,43171,"established under name of Aeronautical Center, 1948-51, 279",
43173001,3,43173,,43171
43179001,1,43179,SEE ALSO:  Wilson,
43249001,1,43249,of Colombia University Class of 1866,
43330001,1,43330,Regent: Feb. 1849 and resigned in 1850,
43436001,1,43436,Regent: Feb. 1848 through 1852,
43478001,1,43478,"SEE ALSO:  ppointed to School of Management UM-Flint Exec. Comm. through 8/30/88, 1984-87, 309",
43576001,4,43576,,38655
43587001,1,43587,Director: L.G. Cain (no record of appointment in R.P.,
43604001,1,43604,four branches,
43634001,4,43634,,43633
43666001,1,43666,Major-General,
43735002,4,43735,,15847
43735003,4,43735,,43736
43735001,1,43735,also indexed in RP 1910-1936 under George Lease,
43736002,4,43736,,43735
43736001,1,43736,"for use of income from, see R.P. 1914-36",
43794004,3,43794,,41788
43794003,3,43794,,41215
43794002,3,43794,,1277
43794001,1,43794,SEE:  Reserve Officers'' Training Corps United States Government,
43987001,1,43987,SEE:  Radiology Laboratory,
44077001,4,44077,,5911
44114001,3,44114,,44169
44118001,2,44118,"1923-26",
44120001,1,44120,Formerly known as M. Nina Yochum,
44169001,1,44169,YMCA and YWCA merged in 1956,
44239001,1,44239,"SEE ALSO:  Ypsilanti Board of Education Branch requested at, 1837-64, 15",
44463001,1,44463,Zoology separated from Botany in 1879,
44463004,1,44463,called Zoology (only) from R.P. 1837-64,
44463005,1,44463,called Zoology Department from R.P 1910 on,
44463007,1,44463,mention in R.P. 1864 to 1870 or 1896 to 1901,
44463003,1,44463,called Zoological Laboratory from R.P. 1886 to 1896,
44463002,1,44463,called Zoological Department from R.P. 1901 to 1906,
44463006,1,44463,called Zoology and Botany or Botany and Zoology from R.P. 1870 to 1881,
44465001,1,44465,called Museum (only) from R.P. 1837-81,
44519001,1,44519,formerly Development Council,
44530002,1,44530,"called Art Museum from R.P., 1837-64, 1870-76, 1891-96, 1920-23",
44530006,1,44530,"mention from R.P., 1864-70, 1876-81, 1886-91, 1914-17",
44530004,1,44530,"called Museum of Fine Arts from R.P., 1881-85",
44530001,1,44530,"called Art Collections Art Works or Art Gallery from R.P., 1896-14, 1917-20, 1923-29, 1936-39",
44530005,1,44530,"indexed under Fine Arts Department or Fine Arts Division from, 1929-42",
44530003,1,44530,"called Museum of Art and Archaeology from R.P., 1939-45",
33096001,1,33096,SEE ALSO:  under significant classifications,
9733006,4,9733,,18667
9733002,1,9733,SEE ALSO:  under name of degree,
9733001,1,9733,SEE ALSO:  under School or College awarding degree,
9733003,2,9733,under degrees for additions deletions and corrections,
9733004,2,9733,under degrees for confirmation of degree lists,
40641001,1,40641,SEE ALSO:  under specific name of Residence Hall Dormitory or Apartment,
40641002,4,40641,,18907
40641003,4,40641,,18908
40641004,4,40641,,18909
40641005,4,40641,,18910
40641006,4,40641,,18911
19704002,4,19704,,40253
19704001,4,19704,,19702
44543001,1,44543,SEE:  under individual departments of,
44543004,3,44543,,7615
44543002,1,44543,"called Medical Department from R.P., 1837 to 1906",
44543003,1,44543,"called Medicine and Surgery Department from R P , 1906 to 1914",
44544002,1,44544,"called Music (only) from R.P., 1876-1881",
44544003,1,44544,"no mention in indexes from R.P., 1881 to 1901",
44544001,1,44544,"called Mus. Dept. from R.P., 1901-1906",
44547001,1,44547,"called Training School for Nurses from R.P., 1886-96 and 1906-26",
44547002,1,44547,"indexed under Nurses (only) from R.P., 1896-1906",
44549002,2,44549,"volume 1837-64, for establishment of",
44549001,1,44549,called Law Department from R. P. 1837-1914,
44552001,1,44552,called Summer School from R.P. 1886 to 1901,
44552002,1,44552,designated Summer Session from R.P. 1901 to 1964,
44553016,4,44553,,38599
44553027,4,44553,,38649
44553018,4,44553,,38621
44553019,4,44553,,38626
44553021,4,44553,,38630
44553031,4,44553,,38654
44553022,4,44553,,38632
44553024,4,44553,,38635
44553025,4,44553,,38641
44553002,1,44553,SEE ALSO:  Students' Wives,
44553028,4,44553,,38651
44553032,4,44553,,38656
44553006,4,44553,,8091
44553005,4,44553,,8090
44553004,4,44553,,8089
44553007,4,44553,,8699
44553008,4,44553,,10508
44553009,4,44553,,11064
44553010,4,44553,,12204
44553011,4,44553,,12858
44553012,4,44553,,17460
44553013,4,44553,,28631
44553034,4,44553,,41215
44553029,4,44553,,38652
40660001,1,40660,called Dearborn Center from January 1957 to April 1963,
64094001,1,64094,formerly Flint College,
44557006,3,44557,,23859
44557008,3,44557,,23868
44557005,3,44557,,17250
44557002,1,44557,"called Library (only) from R.P., 1837-1870",
44557003,1,44557,"called Library, General, from R.P. 1870-1876",
44557001,1,44557,"called General Library from R.P., 1945-1954",
44557004,1,44557,"called University Library from R.P., 1954-present",
44558003,1,44558,called Literary Department from R.P. 1837 to 1914,
44558002,1,44558,called Literary Colleqe from R.P. 1914 to 1923,
44558001,1,44558,"called College of Literature Science and the Arts from R.P., 1923-26 - on",
49216001,1,49216,Established in June 1994 but mistakenly left out of the Proceedings,
44688001,1,44688,Formerly known as Nwachukwu F. Ukadike,
44901001,1,44901,Formerly Juan F. Villar,
45514001,1,45514,Prof. of Dentistry and Asst. Prof. of Pathology and chair of Dept. of Oral Pathology from 1977-87,
45515001,1,45515,Appointed as Maureen M. Anderson but name changed to Maureen A. Hartford after appointment announced in November 1991,
45516001,1,45516,Clinical Assistant Professor II in Radiation Oncology,
45517001,3,45517,,37812
45519001,1,45519,Lecturer in Pediatrics and Communicable Diseases,
45521001,1,45521,Professor of Architecture with tenure,
45522001,1,45522,Lecturer in Obstetrics and Gynecology,
45523001,1,45523,Lecturer in Nursing,
46093001,3,46093,,44559
46148001,1,46148,Lecturer I in Germanic Languages and Literatures,
46149001,1,46149,Lecturer in English,
46150001,1,46150,Lecturer in Radiology,
46151001,1,46151,Lecturer in Radiology,
46152001,1,46152,Lecturer in Radiology,
46153001,1,46153,Lecturer in Radiology,
46154001,1,46154,Lecturer in Internal Medicine,
46155001,1,46155,Lecturer in Psychiatry,
46157001,1,46157,Lecturer in Biological Chemistry,
46158001,1,46158,Lecturer in Internal Medicine,
46159001,1,46159,Lecturer in Internal Medicine,
46160001,1,46160,Lecturer in Nursing,
46161001,1,46161,Associate Professor of Business Administration without tenure at UM-Dearborn,
46162001,1,46162,Associate Professor of Engineering Science without tenure at UM-Flint,
46353001,1,46353,Professor of Psychology without tenure,
46355001,1,46355,Assistant professor of nursing,
46356001,1,46356,Lecturer II in Korean,
46357001,1,46357,Lecturer in Pediatrics and Communicable Diseases,
46358001,1,46358,Lecturer in Physical Medicine and Rehabilitation,
46359001,1,46359,Lecturer in Internal Medicine,
46360001,1,46360,Assistant Professor of Psychiatry,
46361001,1,46361,Lecturer in Surgery,
46455001,1,46455,Lecturer I in Philosophy,
46456001,1,46456,Lecturer in English Language and Literature,
46457001,1,46457,Assistant Vice President for Academic Affairs-Personnel,
46524001,1,46524,Clinical Instructor II in Internal Medicine,
46536001,1,46536,Formerly Lecturer in Postgraduate Medicine and Health Professions Education,
46544001,1,46544,Lecturer in Civil and Environmental Engineering,
46563001,1,46563,Lecturer in Economics,
46565001,1,46565,Assistant Professor of Pharmaceutical Chemistry,
46566001,4,46566,,38597
46598001,1,46598,Lecturer in Humanities,
46599001,1,46599,Lecturer in Aerospace Engineering,
46391001,1,46391,Lecturer II in English Language and Literature,
46602001,1,46602,Lecturer in French at UM-Flint,
46628001,1,46628,Professor of Electrical Engineering and Computer Science with tenure,
46706001,1,46706,Lecturer in Surgery,
46708001,1,46708,Assistant Professor of Mechanical Engineering at UM-Dearborn,
46739001,1,46739,Lecturer III in English Language and Literature,
46791001,1,46791,Lecturer II in Russian Literature,
46792001,1,46792,Lecturer in Internal Medicine,
46795001,1,46795,SEE:  See Community Service Programs,
